                                        title                                        | year | rating | num_ratings | count 
 Daniel Dae Kim               |            27 | Crash                                                                               |     3
 Daniel Daperis               |            15 | Darkness Falls                                                                      |     2
 Daniel Day-Lewis             |             1 | The Last of the Mohicans                                                            |     2
 Daniel Day-Lewis             |             2 | Gangs of New York                                                                   |     2
 Daniel DeSanto               |            21 | The Freshman                                                                        |     3
 Daniel Dion                  |            22 | The Freshman                                                                        |     3
 Daniel Donaldson             |            66 | V for Vendetta                                                                      |     2
 Daniel Duval                 |             7 | Caché                                                                               |     2
 Daniel Franzese              |            15 | War of the Worlds                                                                   |     3
 Daniel Gélin                 |             5 | The Man Who Knew Too Much                                                           |     2
 Daniel González              |            29 | Courage Under Fire                                                                  |     2
 Daniel Greene                |             8 | Me, Myself & Irene                                                                  |     2
 Daniel Greene                |            13 | Fever Pitch                                                                         |     2
 Daniel Hugh Kelly            |             3 | The In Crowd                                                                        |     2
 Daniel Jenkins               |            23 | Joshua                                                                              |     2
 Daniel J. Molthen            |             8 | The Guardian                                                                        |     2
 Daniel Jon Bergman           |           135 | Appaloosa                                                                           |     2
 Daniel Krieger               |            80 | Appaloosa                                                                           |     2
 Daniella Alonso              |             3 | The Hills Have Eyes II                                                              |     2
 Daniel Lapaine               |            12 | Last Chance Harvey                                                                  |     2
 Danielle Batone              |            11 | American Splendor                                                                   |     2
 Danielle Harris              |             6 | Halloween                                                                           |     2
 Danielle Harris              |             6 | The Last Boy Scout                                                                  |     2
 Danielle Mason               |             3 | Black Sheep                                                                         |     2
 Danielle Meierhenry          |            28 | Problem Child 2                                                                     |     2
 Danielle Panabaker           |            10 | Yours, Mine and Ours                                                                |     2
 Danielle Skraastad           |            39 | Michael Clayton                                                                     |     2
 Daniel Levans                |            31 | Grease                                                                              |     2
 Daniel Logan                 |            22 | Star Wars: Episode II - Attack of the Clones                                        |     2
 Daniel Mays                  |             4 | The Bank Job                                                                        |     2
 Daniel Newman                |            12 | Robin Hood: Prince of Thieves                                                       |     2
 Daniel Parker                |            30 | Appaloosa                                                                           |     2
 Daniel Peacock               |            13 | Robin Hood: Prince of Thieves                                                       |     2
 Daniel Pino                  |             7 | Flicka                                                                              |     2
 Daniel Ponickly              |            99 | Mona Lisa Smile                                                                     |     2
 Daniel Rodgers               |            41 | This Is Spinal Tap                                                                  |     3
 Daniel Roebuck               |             8 | The Fugitive                                                                        |     2
 Daniel Roebuck               |            18 | Halloween                                                                           |     2
 Daniel Southern              |            13 | The 13th Warrior                                                                    |     2
 Daniel Spink                 |            46 | Invincible                                                                          |     2
 Daniel Studi                 |             3 | Spirit: Stallion of the Cimarron                                                    |     2
 Daniel Tamberelli            |            20 | The Adventures of Huck Finn                                                         |     2
 Daniel Tamberelli            |            42 | The Mighty Ducks                                                                    |     2
 Daniel Thonon                |            53 | Black Robe                                                                          |     2
 Daniel von Bargen            |            11 | O Brother, Where Art Thou?                                                          |     2
 Daniel Webb                  |             7 | Alien³                                                                              |     2
 Daniel Webb                  |            28 | Henry V                                                                             |     2
 Daniel Wesley                |            17 | Thir13en Ghosts                                                                     |     3
 Daniel Wilder                |            50 | The Pursuit of Happyness                                                            |     2
 Daniel Wu                    |            17 | Around the World in 80 Days                                                         |     2
 Daniel Wylie                 |            26 | Peter Pan                                                                           |     2
 Daniel York                  |            14 | The Beach                                                                           |     4
 Daniel Zacapa                |            24 | Phenomenon                                                                          |     2
 Dani McNutt                  |            55 | Appaloosa                                                                           |     2
 Danira Govic                 |            17 | The Mother                                                                          |     2
 Danira Govich                |            10 | The Mother                                                                          |     2
 Dan Kamin                    |            15 | The Rookie                                                                          |     2
 Dan Kelpine                  |            32 | Twister                                                                             |     2
 Dan McCann                   |            13 | The Time Machine                                                                    |     3
 Dan Meaden                   |            32 | Never Say Never Again                                                               |     2
 Dan Metcalfe                 |            17 | Kicking & Screaming                                                                 |     2
 Dan Moran                    |            45 | The Curse of the Jade Scorpion                                                      |     2
 Dann Florek                  |             9 | Getting Even with Dad                                                               |     2
 Danny Aiello                 |             4 | Léon                                                                                |     2
 Danny Beene                  |            15 | Dreamer: Inspired by a True Story                                                   |     2
 Danny Bolero                 |             8 | The Hitcher                                                                         |     2
 Danny Borzage                |            24 | My Darling Clementine                                                               |     2
 Danny Cooksey                |             7 | Mac and Me                                                                          |     2
 Danny Cosmo Higginbottom     |            83 | The Guardian                                                                        |     2
 Danny DeVito                 |             2 | Man on the Moon                                                                     |     2
 Danny Dyer                   |             1 | The Business                                                                        |     2
 Danny Edmo                   |            34 | Appaloosa                                                                           |     2
 Danny Glover                 |             2 | Lethal Weapon                                                                       |     2
 Danny Glover                 |             4 | The Shaggy Dog                                                                      |     2
 Danny Glover                 |             9 | Blindness                                                                           |     2
 Danny Goldberg               |            15 | Soul Survivors                                                                      |     2
 Danny Goldring               |            42 | The Fugitive                                                                        |     2
 Danny Gura                   |            19 | Problem Child 2                                                                     |     2
 Danny Haneman                |            20 | Problem Child 2                                                                     |     2
 Danny Hassel                 |             4 | A Nightmare on Elm Street: The Dream Child                                          |     2
 Danny Huston                 |             3 | 30 Days of Night                                                                    |     2
 Danny Huston                 |             4 | The Proposition                                                                     |     2
 Danny Huston                 |             8 | Children of Men                                                                     |     2
 Danny Huston                 |             8 | The Aviator                                                                         |     2
 Danny Kortchmar              |            38 | This Is Spinal Tap                                                                  |     3
 Danny Lima                   |            52 | Bulletproof Monk                                                                    |     2
 Danny Lockin                 |            25 | Gypsy                                                                               |     2
 Danny Mann                   |             5 | Babe                                                                                |     2
 Danny Masterson              |             6 | Yes Man                                                                             |     3
 Danny Masterson              |            18 | Face/Off                                                                            |     3
 Danny McCarthy               |             9 | Proof                                                                               |     2
 Danny McCarthy               |            13 | The Amityville Horror                                                               |     2
 Danny Mora                   |            22 | Oh, God! You Devil                                                                  |     2
 Danny Nucci                  |            12 | Titanic                                                                             |     2
 Danny Pino                   |            21 | Flicka                                                                              |     2
 Danny Ponce                  |            26 | Oh, God! You Devil                                                                  |     2
 Danny Rimmer                 |            78 | Jerry Maguire                                                                       |     2
 Danny Rivera                 |            20 | Men with Guns                                                                       |     2
 Danny R. McBride             |             7 | The Heartbreak Kid                                                                  |     2
 Danny Trejo                  |             7 | Spy Kids 2: Island of Lost Dreams                                                   |     2
 Danny Trejo                  |            11 | Halloween                                                                           |     2
 Danny Trejo                  |            14 | From Dusk Till Dawn                                                                 |     2
 Danny Webb                   |            20 | Alien³                                                                              |     2
 Danny Webb                   |            23 | Valkyrie                                                                            |     2
 Danny Wong                   |            17 | Rollerball                                                                          |     2
 Danny Woodburn               |             9 | Employee of the Month                                                               |     2
 Dan O'Herlihy                |             5 | Fail-Safe                                                                           |     2
 Dan Partain                  |            40 | Phenomenon                                                                          |     2
 Dan Patrick                  |            24 | The Longest Yard                                                                    |     2
 Dan Preston                  |            38 | Weekend at Bernie's                                                                 |     2
 Dan Redican                  |             9 | The Wrong Guy                                                                       |     2
 Dan Rivera Gonzalez          |            11 | Men with Guns                                                                       |     2
 Dan Seymour                  |            18 | Road to Morocco                                                                     |     2
 Dan Shor                     |             7 | Black Moon Rising                                                                   |     2
 Dante Walker                 |            56 | Cabin Fever                                                                         |     2
 Dan Wargo                    |            45 | Weekend at Bernie's                                                                 |     2
 Dan Weltner                  |            26 | Mona Lisa Smile                                                                     |     2
 Dan Ziskie                   |            13 | Eight Below                                                                         |     2
 Dan Ziskie                   |            36 | Kinsey                                                                              |     3
 Daphne D. Ross               |            91 | Appaloosa                                                                           |     2
 Dara Osborne                 |           102 | Appaloosa                                                                           |     2
 Darcy Jo Martin              |            36 | Cabin Fever                                                                         |     2
 Darius Chambers              |             1 | The Boys of Baraka                                                                  |     2
 Darlene Carr                 |            14 | The Jungle Book                                                                     |     3
 Darlene Conley               |            17 | The Birds                                                                           |     2
 Darlene Love                 |             6 | Lethal Weapon                                                                       |     2
 Darrell Craig Davis          |            73 | Invincible                                                                          |     2
 Darrell M. Heath             |             6 | Don't Be a Menace to South Central While Drinking Your Juice in the Hood            |     2
 Darrell Orydzuk              |            15 | The Assassination of Jesse James by the Coward Robert Ford                          |     3
 Darrell Schmidt              |            92 | Appaloosa                                                                           |     2
 Darrell Zwerling             |            19 | Grease                                                                              |     2
 Darren Frost                 |            28 | Assault on Precinct 13                                                              |     2
 Darren Frost                 |            34 | Fever Pitch                                                                         |     2
 Darren Hird                  |            56 | The Final Cut                                                                       |     2
 Darren McGavin               |             7 | Raw Deal                                                                            |     2
 Darren Mitchell              |            38 | Peter Pan                                                                           |     2
 Darren Mitchell              |            50 | The Island                                                                          |     2
 Darren Moore                 |             4 | Impulse                                                                             |     2
 Darren Shahlavi              |            15 | Alone in the Dark                                                                   |     3
 Darren Shahlavi              |            15 | The Final Cut                                                                       |     2
 Darrian McClanahan           |             8 | The Return                                                                          |     2
 Darrie Lawrence              |            29 | August Rush                                                                         |     4
 Darrill Rosen                |            22 | Joshua                                                                              |     2
 Darryl Alan Reed             |            13 | Sweet and Lowdown                                                                   |     2
 Darryl Chan                  |            40 | Balls of Fury                                                                       |     3
 Darryl D. Stewart            |            46 | Bandits                                                                             |     2
 Darryl Edwards               |            12 | The Associate                                                                       |     2
 Darryl Fong                  |            23 | The Pursuit of Happyness                                                            |     2
 Darryl Jones                 |            21 | Village of the Damned                                                               |     2
 Daryl Hannah                 |             4 | Kill Bill: Vol. 2                                                                   |     2
 Daryl Hannah                 |             4 | Steel Magnolias                                                                     |     2
 Daryl Hannah                 |             5 | Grumpy Old Men                                                                      |     2
 Daryl Marsh                  |            37 | The Blob                                                                            |     2
 Daryl Mitchell               |             6 | Galaxy Quest                                                                        |     2
 Daryl Sabara                 |             4 | Spy Kids 2: Island of Lost Dreams                                                   |     2
 Daryl Sabara                 |            17 | Halloween                                                                           |     2
 Dash Mihok                   |             7 | Punisher: War Zone                                                                  |     4
 Dato Bakhtadze               |            25 | Crash                                                                               |     3
 Daud Shah                    |            19 | Casino Royale                                                                       |     2
 Dave Adams                   |            26 | Black Moon Rising                                                                   |     2
 Dave Barry                   |            11 | Some Like It Hot                                                                    |     2
 Dave Caprita                 |            12 | My Girl                                                                             |     2
 Dave Carey                   |            27 | Into the West                                                                       |     2
 Dave Chappelle               |             5 | The Nutty Professor                                                                 |     2
 Dave Duffy                   |            10 | Into the West                                                                       |     2
 Dave Duncan                  |            16 | Stoked: The Rise and Fall of Gator                                                  |     2
 Dave Efron                   |            12 | Hard Target                                                                         |     2
 Dave Finnegan                |            11 | Into the West                                                                       |     2
 Dave Foley                   |             1 | The Wrong Guy                                                                       |     2
 Dave Holmes                  |            15 | Balls of Fury                                                                       |     3
 Daveigh Chase                |            12 | The Ring                                                                            |     3
 Dave Jensen                  |            25 | Runaway Jury                                                                        |     2
 Dave Jensen                  |           148 | Appaloosa                                                                           |     2
 Dave MacIntyre               |            15 | Homeward Bound: The Incredible Journey                                              |     2
 Dave Murray                  |            35 | Indiana Jones and the Last Crusade                                                  |     2
 Dave Thomassini              |            35 | Assault on Precinct 13                                                              |     2
 Dave Tosh                    |            78 | The Phantom of the Opera                                                            |     5
 Davetta Sherwood             |            10 | Venom                                                                               |     2
 Dave Willock                 |            17 | Spellbound                                                                          |     2
 David Ahdar                  |            26 | Sabrina                                                                             |     2
 David Alan Basche            |            13 | War of the Worlds                                                                   |     3
 David Alan Grier             |             4 | Boomerang                                                                           |     2
 David Alan Grier             |             5 | Blue Collar Comedy Tour: The Movie                                                  |     2
 David Alan Smith             |            30 | The Cure                                                                            |     2
 David Alpay                  |             7 | Man of the Year                                                                     |     2
 David Anthony Higgins        |             3 | The Wrong Guy                                                                       |     2
 David Anthony Marshall       |            13 | CrissCross                                                                          |     2
 David Arey                   |            23 | Weekend at Bernie's                                                                 |     2
 David Arneil                 |            41 | The Phantom of the Opera                                                            |     5
 David Arnott                 |             4 | CrissCross                                                                          |     2
 David Bailie                 |            10 | Pirates of the Caribbean: The Curse of the Black Pearl                              |     2
 David Bailie                 |            11 | Pirates of the Caribbean: At World's End                                            |     2
 David Bamber                 |            12 | Valkyrie                                                                            |     2
 David Bard                   |            38 | Appaloosa                                                                           |     2
 David Barrass                |             8 | Flawless                                                                            |     2
 David Barrett                |            36 | Grosse Pointe Blank                                                                 |     2
 David Beckham                |             1 | Transformers                                                                        |     2
 David Bedella                |            34 | Alexander                                                                           |     2
 David Blackwell              |            13 | The Rookie                                                                          |     2
 David Blackwell              |            18 | Cat People                                                                          |     2
 David Booth                  |            55 | Tucker: The Man and His Dream                                                       |     2
 David Bowers                 |            35 | Star Wars: Episode II - Attack of the Clones                                        |     2
 David Bowers                 |            36 | Star Wars: Episode III - Revenge of the Sith                                        |     2
 David Bowie                  |             1 | Gegen die Wand                                                                      |     2
 David Bowles                 |            18 | The Chronicles of Narnia: Prince Caspian                                            |     2
 David Brown                  |             8 | Inside Man                                                                          |     2
 David Burton                 |            13 | Flicka                                                                              |     2
 David Calder                 |             9 | The Mummy: Tomb of the Dragon Emperor                                               |     2
 David Cale                   |             9 | The Endurance: Shackleton's Legendary Antarctic Expedition                          |     2
 David Cann                   |            10 | Nineteen Eighty-Four                                                                |     2
 David Carradine              |             2 | Kill Bill: Vol. 2                                                                   |     2
 David Carradine              |             2 | Q                                                                                   |     2
 David Carrera                |            17 | Bill & Ted's Bogus Journey                                                          |     2
 David Carty                  |             1 | Star Wars: Episode I - The Phantom Menace                                           |     2
 David Caruso                 |             1 | Kiss of Death                                                                       |     2
 David Caruso                 |             2 | King of New York                                                                    |     2
 David Christo                |            30 | The In-Laws                                                                         |     2
 David Chung                  |             5 | Missing in Action 2: The Beginning                                                  |     2
 David Conrad                 |            10 | Wedding Crashers                                                                    |     2
 David Copeland Goodman       |            33 | National Treasure: Book of Secrets                                                  |     2
 David Cronenberg             |             5 | Last Night                                                                          |     2
 David Cronenberg             |            10 | The Fly                                                                             |     2
 David Cross                  |             6 | School for Scoundrels                                                               |     2
 David Cross                  |             8 | The Truth About Cats & Dogs                                                         |     2
 David Darlow                 |            37 | The Fugitive                                                                        |     2
 David Davies                 |            23 | King of Kings                                                                       |     2
 David Davies                 |            24 | Ben-Hur                                                                             |     2
 David Day                    |            13 | Father of the Bride                                                                 |     2
 David de Lange               |            29 | The Karate Kid                                                                      |     3
 David Denman                 |             8 | Out Cold                                                                            |     2
 David Denman                 |             8 | When a Stranger Calls                                                               |     2
 David Dorfman                |             3 | The Ring                                                                            |     3
 David Dorfman                |             8 | The Texas Chainsaw Massacre                                                         |     2
 David D'Ovidio               |            23 | The Wizard                                                                          |     2
 David Duchovny               |             1 | Trust the Man                                                                       |     2
 David Fine                   |            37 | The Pursuit of Happyness                                                            |     2
 David Fresco                 |             8 | A Little Princess                                                                   |     2
 David Gallagher              |            22 | Phenomenon                                                                          |     2
 David Ganly                  |            23 | Body of Lies                                                                        |     2
 David Garver                 |            49 | The Missing                                                                         |     2
 David Gilbert                |             9 | The Bridges of Madison County                                                       |     2
 David Greenspan              |            21 | Trust the Man                                                                       |     2
 David "Gruber" Allen         |            12 | Crossroads                                                                          |     2
 David Gulpilil               |             8 | The Proposition                                                                     |     2
 David Gurian                 |             6 | Beyond the Valley of the Dolls                                                      |     2
 David Gyasi                  |             8 | Shooting Dogs                                                                       |     2
 David Haines                 |            43 | The Pursuit of Happyness                                                            |     2
 David Harbour                |             6 | Revolutionary Road                                                                  |     2
 David Harbour                |            16 | War of the Worlds                                                                   |     3
 David Harbour                |            45 | Kinsey                                                                              |     3
 David Harold Brown           |            38 | Back to the Future                                                                  |     2
 David Harris                 |             6 | The Thin Blue Line                                                                  |     2
 David Harris                 |             9 | The Warriors                                                                        |     2
 David Harris (III)           |             7 | The Thin Blue Line                                                                  |     2
 David Haydn-Jones            |            13 | The Last Kiss                                                                       |     2
 David Hemmings               |            13 | Gangs of New York                                                                   |     2
 David Hemmings               |            13 | Gladiator                                                                           |     2
 David Henry                  |            19 | Flawless                                                                            |     2
 David Huddleston             |             1 | Santa Claus                                                                         |     2
 David Huddleston             |             8 | The Producers                                                                       |     2
 David Hughes                 |            38 | Dead Ringers                                                                        |     2
 David Hurwitz                |            48 | Cousins                                                                             |     2
 David James                  |            46 | The Final Cut                                                                       |     2
 David Jewell                 |            38 | Waking Life                                                                         |     2
 David J. Fuller              |            28 | Dances with Wolves                                                                  |     2
 David Kaff                   |             7 | This Is Spinal Tap                                                                  |     3
 David Kasday                 |            19 | Singin' in the Rain                                                                 |     3
 David Katz                   |            29 | Die Hard                                                                            |     2
 David Kaufman                |            25 | Prom Night                                                                          |     2
 David Kelly                  |             6 | Into the West                                                                       |     2
 David Kelly                  |            11 | The MatchMaker                                                                      |     2
 David Klar                   |            67 | Fever Pitch                                                                         |     2
 David Koechner               |             5 | Out Cold                                                                            |     2
 David Koechner               |             6 | Yours, Mine and Ours                                                                |     2
 David Koechner               |            17 | Balls of Fury                                                                       |     3
 David Krumholtz              |             5 | Harold & Kumar Go to White Castle                                                   |     2
 David Ladd                   |            40 | The Day of the Locust                                                               |     2
 David Landfield              |             9 | The Bellboy                                                                         |     2
 David Langham                |            34 | The Phantom of the Opera                                                            |     5
 David Lansbury               |            11 | Michael Clayton                                                                     |     2
 David Leitch                 |            35 | V for Vendetta                                                                      |     2
 David Letterman              |            13 | Man on the Moon                                                                     |     2
 David Lislegard              |            46 | North Country                                                                       |     3
 David Lloyd Meredith         |            38 | Henry V                                                                             |     2
 David L. McMillan            |            39 | The Last Boy Scout                                                                  |     2
 David Lowe                   |            32 | Prom Night                                                                          |     2
 David Manners                |             3 | Dracula                                                                             |     3
 David Mark Farrow            |            19 | The Last of the Mohicans                                                            |     2
 David Marshall Grant         |             7 | The Stepford Wives                                                                  |     2
 David Martinez               |            43 | Waking Life                                                                         |     2
 David McKay                  |             8 | Ae Fond Kiss...                                                                     |     2
 David McSwain                |            34 | Courage Under Fire                                                                  |     2
 David Merheb                 |            65 | V for Vendetta                                                                      |     2
 David Michael Gee            |            12 | The Amityville Horror                                                               |     2
 David Michaels               |            20 | Nirgendwo in Afrika                                                                 |     2
 David Midthunder             |            30 | The Missing                                                                         |     2
 David Morrissey              |             2 | Basic Instinct 2                                                                    |     2
 David Morse                  |             7 | Contact                                                                             |     2
 David Morse                  |             8 | Dreamer: Inspired by a True Story                                                   |     2
 David Moscow                 |             6 | Big                                                                                 |     2
 David Mottl                  |            41 | The Chronicles of Narnia: Prince Caspian                                            |     2
 David Mucci                  |             8 | Unforgiven                                                                          |     2
 David Neal                   |            56 | Flash Gordon                                                                        |     2
 David Newell                 |            36 | A Star Is Born                                                                      |     2
 David Newman                 |             8 | Kansas City                                                                         |     2
 David Niven                  |             3 | Wuthering Heights                                                                   |     3
 David Niven                  |            34 | Mutiny on the Bounty                                                                |     2
 David Ogden Stiers           |             5 | Teacher's Pet                                                                       |     2
 David Ogden Stiers           |            46 | The Curse of the Jade Scorpion                                                      |     2
 David O'Hara                 |             2 | The MatchMaker                                                                      |     2
 David Oliver                 |            31 | 3:10 to Yuma                                                                        |     2
 David Oxley                  |             6 | The Hound of the Baskervilles                                                       |     3
 David Oyelowo                |             4 | The Best Man                                                                        |     2
 David Papava                 |            27 | Eastern Promises                                                                    |     2
 David Pardon                 |            14 | Born Yesterday                                                                      |     2
 David Parfitt                |            39 | Henry V                                                                             |     2
 David Pasquesi               |            28 | The Fugitive                                                                        |     2
 David Pasquesi               |            31 | Father of the Bride                                                                 |     2
 David Patrick Kelly          |             3 | The Warriors                                                                        |     2
 David Patrick Kelly          |             6 | 48 Hrs.                                                                             |     2
 David Patrick Kelly          |             8 | The Longest Yard                                                                    |     2
 David Patrick Kelly          |            10 | Flirting with Disaster                                                              |     2
